Kialakítás,SIM kártya típusa,Processzor típusa,Processzormagok száma,Processzor sebessége,RAM,Belső memória mérete,Memória bővíthető,URL,Operációs rendszer,Memóriakártya típusa,Kijelzők száma,Kijelző mérete,Kijelző felbontása,Kijelző technológia
Érintőképernyős,nano-SIM és eSIM,SoC/CPU: MediaTek Dimensity 7030GPU: Mali-G610 MC3,8 magos,2.5 GHz,12 GB,256 GB,,https://www.arukereso.hu/mobiltelefon-c3277/motorola/edge-40-neo-5g-256gb-12gb-ram-dual-p998846215/#termek-leiras,,,,,,
Érintőképernyős,nano-SIM,SoC/CPU: MediaTek Dimensity 9000 MT6983GPU: Mali-G710 MC10,8 magos,3.05 GHz,8 GB,128 GB,,https://www.arukereso.hu/mobiltelefon-c3277/oneplus/nord-3-5g-128gb-8gb-ram-dual-p977360214/#termek-leiras,,,,,,
Érintőképernyős,nano-SIM és eSIM,,8 magos,2.2 GHz,6 GB,128 GB,,https://www.arukereso.hu/mobiltelefon-c3277/samsung/galaxy-xcover7-5g-128gb-6gb-ram-dual-p1040712799/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Qualcomm Snapdragon 695GPU: Adreno 619,8 magos,2.2 GHz,12 GB,256 GB,,https://www.arukereso.hu/mobiltelefon-c3277/motorola/moto-g84-5g-256gb-12gb-ram-dual-p998846203/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Mediatek Helio G96GPU: Mali-G57 MC2,8 magos,2.05 GHz,6 GB,128 GB,,https://www.arukereso.hu/mobiltelefon-c3277/xiaomi/redmi-note-11-pro-128gb-6gb-ram-dual-p768661590/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Mediatek Dimensity 1080 MT6877VGPU: Mali-G68 MC4,8 magos,2.6 GHz,8 GB,256 GB,,https://www.arukereso.hu/mobiltelefon-c3277/xiaomi/redmi-note-12-pro-5g-256gb-8gb-ram-dual-p935324457/#termek-leiras,,,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Qualcomm Snapdragon 7s Gen 2GPU: Adreno 710,8 magos,2.4 GHz,12 GB,256 GB,,https://www.arukereso.hu/mobiltelefon-c3277/xiaomi/poco-x6-5g-256gb-12gb-ram-dual-p1038198319/#termek-leiras,,,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Samsung Exynos 1380GPU: Mali-G68 MP5,8 magos,2.4 GHz,6 GB,128 GB,,https://www.arukereso.hu/mobiltelefon-c3277/samsung/galaxy-a35-5g-128gb-6gb-ram-dual-sm-a356-p1056653356/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: MediaTek Dimensity 1080 MT6877VGPU: Mali-G68 MC4,8 magos,2.6 GHz,8 GB,256 GB,,https://www.arukereso.hu/mobiltelefon-c3277/xiaomi/redmi-note-12-pro-5g-256gb-8gb-ram-dual-p942318282/#termek-leiras,,,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Samsung Exynos 1280GPU: Mali-G68,8 magos,2.4 GHz,8 GB,256 GB,,https://www.arukereso.hu/mobiltelefon-c3277/samsung/galaxy-a25-5g-256gb-8gb-ram-dual-sm-a256-p1033067365/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Qualcomm Snapdragon 6 Gen 1GPU: Adreno 710,8 magos,2.2 GHz,8 GB,256 GB,,https://www.arukereso.hu/mobiltelefon-c3277/honor/magic6-lite-5g-256gb-8gb-ram-dual-p1035942475/#termek-leiras,,,,,,
Érintőképernyős,nano-SIM,SoC/CPU: MediaTek Helio G99 MT8781GPU: Mali-G57 MC2,8 magos,2.2 GHz,8 GB,256 GB,,https://www.arukereso.hu/mobiltelefon-c3277/ulefone/armor-21-p970439298/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Qualcomm Snapdragon 695GPU: Adreno 619,8 magos,2.2 GHz,8 GB,256 GB,,https://www.arukereso.hu/mobiltelefon-c3277/xiaomi/poco-x5-5g-256gb-8gb-ram-dual-p923614020/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Qualcomm Snapdragon 695GPU: Adreno 619,8 magos,2.2 GHz,8 GB,256 GB,,https://www.arukereso.hu/mobiltelefon-c3277/honor/magic5-lite-5g-256gb-8gb-ram-dual-p960777378/#termek-leiras,,,,,,
Érintőképernyős,nano-SIM,SoC/CPU: MediaTek Helio G99 UltraGPU: Mali-G57 MC2,8 magos,2.2 GHz,12 GB,512 GB,,https://www.arukereso.hu/mobiltelefon-c3277/xiaomi/poco-m6-pro-512gb-12gb-ram-dual-p1037529883/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM és eSIM,SoC/CPU: Qualcomm Snapdragon 6s Gen 3GPU: Adreno 619,8 magos,2.2 GHz,12 GB,256 GB,,https://www.arukereso.hu/mobiltelefon-c3277/motorola/moto-g85-5g-256gb-12gb-ram-dual-p1105985008/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: MediaTek Helio G99 UltraGPU: Mali-G57 MC2,8 magos,2.2 GHz,8 GB,256 GB,,https://www.arukereso.hu/mobiltelefon-c3277/xiaomi/redmi-note-13-pro-256gb-8gb-ram-dual-p1037326714/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Qualcomm Snapdragon 732GGPU: Adreno 618,8 magos,2.2 GHz,8 GB,256 GB,,https://www.arukereso.hu/mobiltelefon-c3277/xiaomi/redmi-note-12-pro-256gb-8gb-ram-dual-p954400080/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: MediaTek Helio G96GPU: Mali-G57 MC2,8 magos,2 GHz,8 GB,256 GB,,https://www.arukereso.hu/mobiltelefon-c3277/ulefone/armor-22-256gb-8gb-ram-dual-p998536846/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: MediaTek Helio G99 UltimateGPU: Mali-G57 MC2,8 magos,2.2 GHz,8 GB,256 GB,,https://www.arukereso.hu/mobiltelefon-c3277/infinix/note-40-256gb-8gb-ram-dual-p1070261422/#termek-leiras,Android,,,,,
Érintőképernyős,nano-SIM és eSIM,SoC/CPU: Qualcomm Snapdragon 6s Gen 3GPU: Adreno 619,8 magos,2.2 GHz,8 GB,256 GB,,https://www.arukereso.hu/mobiltelefon-c3277/motorola/moto-g85-5g-256gb-8gb-ram-dual-p1104629743/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Qualcomm Snapdragon 680GPU: Adreno 610,8 magos,2.4 GHz,8 GB,256 GB,,https://www.arukereso.hu/mobiltelefon-c3277/honor/x8b-256gb-8gb-ram-dual-p1035942478/#termek-leiras,,,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Qualcomm Snapdragon 685GPU: Adreno 610,8 magos,2.8 GHz,4 GB,128 GB,,https://www.arukereso.hu/mobiltelefon-c3277/xiaomi/redmi-note-12-128gb-4gb-ram-dual-p942602520/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Mediatek Dimensity 1080 MT6877VGPU: Mali-G68 MC4,8 magos,2.6 GHz,6 GB,128 GB,,https://www.arukereso.hu/mobiltelefon-c3277/samsung/galaxy-a34-5g-128gb-6gb-ram-dual-sm-a346-p938466732/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Mediatek Dimensity 1080 MT6877VGPU: Mali-G68 MC4,8 magos,2.6 GHz,6 GB,128 GB,,https://www.arukereso.hu/mobiltelefon-c3277/xiaomi/redmi-note-12-pro-5g-128gb-6gb-ram-dual-p934717758/#termek-leiras,,,,,,
Érintőképernyős,nano-SIM,SoC/CPU: MediaTek Dimensity 6080GPU: Mali-G57 MC2,8 magos,2.4 GHz,8 GB,256 GB,,https://www.arukereso.hu/mobiltelefon-c3277/xiaomi/redmi-note-13-5g-256gb-8gb-ram-dual-p1031769967/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Qualcomm Snapdragon 695GPU: Adreno 619,8 magos,2.2 GHz,4 GB,64 GB,,https://www.arukereso.hu/mobiltelefon-c3277/samsung/galaxy-a23-5g-64gb-4gb-ram-dual-sm-a236b-p858119172/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Qualcomm Snapdragon 695GPU: Adreno 619,8 magos,2.2 GHz,8 GB,128 GB,,https://www.arukereso.hu/mobiltelefon-c3277/oneplus/nord-ce-3-lite-5g-128gb-8gb-ram-dual-p946811853/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Samsung Exynos 1280GPU: Mali-G68,8 magos,2.4 GHz,6 GB,128 GB,,https://www.arukereso.hu/mobiltelefon-c3277/samsung/galaxy-a25-5g-128gb-6gb-ram-dual-sm-a256-p1033067359/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Qualcomm Snapdragon 695GPU: Adreno 619,8 magos,2.2 GHz,6 GB,128 GB,,https://www.arukereso.hu/mobiltelefon-c3277/xiaomi/poco-x5-5g-128gb-6gb-ram-dual-p923612052/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM és eSIM,SoC/CPU: MediaTek Dimensity 7020GPU: IMG BXM-8-256,8 magos,2.2 GHz,12 GB,256 GB,,https://www.arukereso.hu/mobiltelefon-c3277/motorola/moto-g54-power-5g-256gb-12gb-ram-dual-p999433039/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Qualcomm Snapdragon 695GPU: Adreno 619,8 magos,2.2 GHz,8 GB,256 GB,,https://www.arukereso.hu/mobiltelefon-c3277/motorola/moto-g84-5g-256gb-8gb-ram-dual-p1128575179/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: MediaTek Dimensity 6080GPU: Mali-G57 MC2,8 magos,2.4 GHz,8 GB,256 GB,,https://www.arukereso.hu/mobiltelefon-c3277/honor/200-lite-5g-256gb-8gb-ram-dual-p1075405768/#termek-leiras,,,,,,
Érintőképernyős,nano-SIM,SoC/CPU: MediaTek Helio G99 UltraGPU: Mali-G57 MC2,8 magos,2.2 GHz,8 GB,256 GB,,https://www.arukereso.hu/mobiltelefon-c3277/xiaomi/poco-m6-pro-256gb-8gb-ram-dual-p1037529880/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Qualcomm Snapdragon 685GPU: Adreno 610,8 magos,2.8 GHz,8 GB,512 GB,,https://www.arukereso.hu/mobiltelefon-c3277/xiaomi/redmi-note-13-512gb-8gb-ram-dual-p1112500621/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Qualcomm Snapdragon 695GPU: Adreno 619,8 magos,2.2 GHz,6 GB,64 GB,,https://www.arukereso.hu/mobiltelefon-c3277/xiaomi/redmi-note-11-pro-5g-64gb-6gb-ram-dual-p768661605/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Mediatek Dimensity 700 MT6833GPU: Mali-G57 MC2,8 magos,2.2 GHz,4 GB,128 GB,,https://www.arukereso.hu/mobiltelefon-c3277/samsung/galaxy-a14-5g-128gb-4gb-ram-dual-a146p-p929735286/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: MediaTek Helio G99GPU: Mali-G57 MC2,8 magos,2.2 GHz,8 GB,256 GB,,https://www.arukereso.hu/mobiltelefon-c3277/samsung/galaxy-a15-256gb-8gb-ram-dual-sm-a155f-p1033449529/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Mediatek Dimensity 700 MT6833GPU: Mali-G57 MC2,8 magos,2.2 GHz,4 GB,128 GB,,https://www.arukereso.hu/mobiltelefon-c3277/samsung/galaxy-a14-128gb-4gb-ram-dual-a145f-p937982193/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,,8 magos,2.4 GHz,4 GB,128 GB,,https://www.arukereso.hu/mobiltelefon-c3277/samsung/galaxy-a16-5g-128gb-4gb-ram-dual-sm-a166b-p1137018748/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Qualcomm Snapdragon 685GPU: Adreno 610,8 magos,2.8 GHz,8 GB,256 GB,,https://www.arukereso.hu/mobiltelefon-c3277/realme/c67-256gb-8gb-ram-dual-p1045463680/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM és eSIM,SoC/CPU: MediaTek Dimensity 7020GPU: IMG BXM-8-256,8 magos,2.2 GHz,8 GB,256 GB,,https://www.arukereso.hu/mobiltelefon-c3277/motorola/moto-g54-5g-256gb-8gb-ram-dual-p1005205072/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Qualcomm Snapdragon 685GPU: Adreno 610,8 magos,2.8 GHz,8 GB,256 GB,,https://www.arukereso.hu/mobiltelefon-c3277/xiaomi/redmi-note-13-256gb-8gb-ram-dual-p1037529871/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: MediaTek Dimensity 6020GPU: Mali-G57 MC2,8 magos,2.2 GHz,8 GB,256 GB,,https://www.arukereso.hu/mobiltelefon-c3277/honor/90-lite-5g-256gb-8gb-ram-dual-p973116429/#termek-leiras,,,,,,
Érintőképernyős,nano-SIM,SoC/CPU: MediaTek Helio G96GPU: Mali-G57 MC2,8 magos,2.05 GHz,6 GB,128 GB,,https://www.arukereso.hu/mobiltelefon-c3277/xiaomi/redmi-note-11s-128gb-6gb-ram-dual-p765637332/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: MediaTek Helio G85 MT6769ZGPU: Mali-G52 MC2,8 magos,2 GHz,8 GB,256 GB,,https://www.arukereso.hu/mobiltelefon-c3277/motorola/moto-g24-power-256gb-8gb-ram-dual-p1047261217/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: MediaTek Helio G80 MT6769GPU: Mali-G52 MC2,8 magos,2 GHz,4 GB,64 GB,,https://www.arukereso.hu/mobiltelefon-c3277/samsung/galaxy-a14-64gb-4gb-ram-dual-a145f-p937982190/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: MediaTek Dimensity 6100+GPU: Mali-G57 MC2,8 magos,2.2 GHz,4 GB,128 GB,,https://www.arukereso.hu/mobiltelefon-c3277/samsung/galaxy-a15-5g-128gb-4gb-ram-dual-a156b-p1042962211/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Qualcomm Snapdragon 680GPU: Adreno 610,8 magos,2.4 GHz,6 GB,128 GB,,https://www.arukereso.hu/mobiltelefon-c3277/motorola/moto-g32-128gb-6gb-ram-dual-p846642915/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Mediatek Dimensity 700 MT6833GPU: Mali-G57 MC2,8 magos,2.2 GHz,4 GB,64 GB,,https://www.arukereso.hu/mobiltelefon-c3277/samsung/galaxy-a14-5g-64gb-4gb-ram-dual-a146p-p930643701/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Qualcomm Snapdragon 680GPU: Adreno 610,8 magos,2.4 GHz,4 GB,64 GB,,https://www.arukereso.hu/mobiltelefon-c3277/xiaomi/redmi-note-11-64gb-4gb-ram-dual-p763883577/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Qualcomm Snapdragon 680GPU: Adreno 610,8 magos,2.4 GHz,6 GB,128 GB,,https://www.arukereso.hu/mobiltelefon-c3277/honor/x7b-128gb-6gb-ram-dual-p1035942481/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: MediaTek Helio G36 MT6765V/XGPU: IMG GE8320,8 magos,2.2 GHz,6 GB,64 GB,,https://www.arukereso.hu/mobiltelefon-c3277/ulefone/armor-x13-p984052494/#termek-leiras,,microSD (max. 256 GB),,,,
Érintőképernyős,nano-SIM,SoC/CPU: MediaTek Helio G96GPU: Mali-G57 MC2,8 magos,2.05 GHz,8 GB,256 GB,,https://www.arukereso.hu/mobiltelefon-c3277/xiaomi/redmi-note-12s-256gb-8gb-ram-dual-p952837914/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: MediaTek Helio G91 UltraGPU: Mali-G52 MC2,8 magos,2 GHz,8 GB,256 GB,,https://www.arukereso.hu/mobiltelefon-c3277/xiaomi/redmi-13-256gb-8gb-ram-dual-p1087319095/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: MediaTek Helio G88GPU: Mali-G52 MC2,8 magos,2 GHz,8 GB,256 GB,,https://www.arukereso.hu/mobiltelefon-c3277/xiaomi/redmi-12-256gb-8gb-ram-dual-p972786075/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: MediaTek Helio G85 MT6769ZGPU: Mali-G52 MC2,8 magos,2 GHz,8 GB,256 GB,,https://www.arukereso.hu/mobiltelefon-c3277/xiaomi/redmi-13c-256gb-8gb-ram-dual-p1023870136/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: MediaTek Helio G88GPU: Mali-G52 MC2,8 magos,2 GHz,4 GB,128 GB,,https://www.arukereso.hu/mobiltelefon-c3277/xiaomi/redmi-12-128gb-4gb-ram-dual-p967118520/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: MediaTek Helio G99GPU: Mali-G57 MC2,8 magos,2.2 GHz,4 GB,128 GB,,https://www.arukereso.hu/mobiltelefon-c3277/samsung/galaxy-a15-128gb-4gb-ram-dual-sm-a155f-p1036145626/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Qualcomm Snapdragon 685GPU: Adreno 610,8 magos,2.8 GHz,6 GB,128 GB,,https://www.arukereso.hu/mobiltelefon-c3277/xiaomi/redmi-note-13-128gb-6gb-ram-dual-p1037529865/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Qualcomm Snapdragon 695GPU: Adreno 619,8 magos,2.2 GHz,8 GB,128 GB,,https://www.arukereso.hu/mobiltelefon-c3277/motorola/moto-g34-5g-128gb-8gb-ram-dual-p1042940533/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: MediaTek Helio G85 MT6769ZGPU: Mali-G52 MC2,8 magos,2 GHz,8 GB,256 GB,,https://www.arukereso.hu/mobiltelefon-c3277/xiaomi/poco-c65-256gb-8gb-ram-dual-p1026743203/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Qualcomm Snapdragon 680GPU: Adreno 610,8 magos,2.4 GHz,4 GB,128 GB,,https://www.arukereso.hu/mobiltelefon-c3277/samsung/galaxy-a05s-128gb-4gb-ram-dual-sm-a057f-p1014770971/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: MediaTek Helio G99GPU: Mali-G57 MC2,8 magos,2.2 GHz,8 GB,256 GB,,https://www.arukereso.hu/mobiltelefon-c3277/infinix/hot-40-pro-256gb-8gb-ram-dual-p1050072469/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Qualcomm Snapdragon 680GPU: Adreno 610,8 magos,2.4 GHz,8 GB,256 GB,,https://www.arukereso.hu/mobiltelefon-c3277/motorola/moto-g32-256gb-8gb-ram-dual-p976645218/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: MediaTek Helio G37 MT6765HGPU: PowerVR GE8320,8 magos,2.3 GHz,4 GB,128 GB,,https://www.arukereso.hu/mobiltelefon-c3277/honor/x7a-128gb-4gb-ram-dual-p998543482/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: MediaTek Helio G85 MT6769ZGPU: Mali-G52 MC2,8 magos,2 GHz,6 GB,128 GB,,https://www.arukereso.hu/mobiltelefon-c3277/xiaomi/redmi-13c-128gb-6gb-ram-dual-p1023870130/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: MediaTek Dimensity 700 MT6833GPU: Mali-G57 MC2,8 magos,2.2 GHz,4 GB,128 GB,,https://www.arukereso.hu/mobiltelefon-c3277/xiaomi/redmi-10-5g-128gb-4gb-ram-dual-p887349723/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Samsung Exynos 850GPU: Mali-G52,8 magos,2 GHz,3 GB,32 GB,,https://www.arukereso.hu/mobiltelefon-c3277/samsung/galaxy-a04s-32gb-3gb-ram-dual-sm-a047-p856555536/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: MediaTek Helio G85 MT6769ZGPU: Mali-G52 MC2,8 magos,2 GHz,6 GB,128 GB,,https://www.arukereso.hu/mobiltelefon-c3277/xiaomi/poco-c65-128gb-6gb-ram-dual-p1026743206/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Qualcomm Snapdragon 680GPU: Adreno 610,8 magos,2.4 GHz,4 GB,64 GB,,https://www.arukereso.hu/mobiltelefon-c3277/samsung/galaxy-a05s-64gb-4gb-ram-dual-a057f-p1035016513/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Qualcomm Snapdragon 680GPU: Adreno 610,8 magos,2.4 GHz,4 GB,128 GB,,https://www.arukereso.hu/mobiltelefon-c3277/xiaomi/redmi-note-11-128gb-4gb-ram-dual-p763881576/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Unisoc Tiger T616GPU: Mali-G57 MP1,8 magos,2 GHz,4 GB,128 GB,,https://www.arukereso.hu/mobiltelefon-c3277/motorola/moto-g14-128gb-4gb-ram-dual-p989578438/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Unisoc T606GPU: Mali-G57 MP1,8 magos,1.6 GHz,4 GB,64 GB,,https://www.arukereso.hu/mobiltelefon-c3277/doogee/s41t-p1028819161/#termek-leiras,,microSD (max. 1 TB),,,,
Érintőképernyős,nano-SIM,SoC/CPU: MediaTek Helio G85 MT6769ZGPU: Mali-G52 MC2,8 magos,2 GHz,4 GB,128 GB,,https://www.arukereso.hu/mobiltelefon-c3277/xiaomi/redmi-13c-128gb-4gb-ram-dual-p1023870127/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Mediatek Helio G85 MT6769ZGPU: Mali-G52 MC2,8 magos,2 GHz,3 GB,64 GB,,https://www.arukereso.hu/mobiltelefon-c3277/xiaomi/redmi-12c-64gb-3gb-ram-dual-p937222035/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Unisoc T606GPU: Mali-G57 MP1,8 magos,1.6 GHz,4 GB,128 GB,,https://www.arukereso.hu/mobiltelefon-c3277/infinix/hot-40i-128gb-4gb-ram-dual-p1050072457/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: MediaTek Helio G25GPU: PowerVR GE8320,8 magos,2 GHz,2 GB,32 GB,,https://www.arukereso.hu/mobiltelefon-c3277/xiaomi/redmi-9a-32gb-2gb-ram-dual-p573597846/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: MediaTek Helio G81 UltraGPU: Mali-G52 MC2,8 magos,2 GHz,4 GB,128 GB,,https://www.arukereso.hu/mobiltelefon-c3277/xiaomi/redmi-14c-128gb-4gb-ram-dual-p1127929507/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,,8 magos,1.6 GHz,4 GB,128 GB,,https://www.arukereso.hu/mobiltelefon-c3277/hmd/pulse-128gb-4gb-ram-dual-p1078159912/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Mediatek Helio G85 MT6769ZGPU: Mali-G52 MC2,8 magos,2 GHz,3 GB,32 GB,,https://www.arukereso.hu/mobiltelefon-c3277/xiaomi/redmi-12c-32gb-3gb-ram-dual-p937222038/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Unisoc T606GPU: Mali-G57 MP1,8 magos,1.6 GHz,4 GB,64 GB,,https://www.arukereso.hu/mobiltelefon-c3277/motorola/moto-g04-64gb-4gb-ram-dual-p1046488459/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: MediaTek Helio G25GPU: PowerVR GE8320,8 magos,2 GHz,2 GB,32 GB,,https://www.arukereso.hu/mobiltelefon-c3277/xiaomi/redmi-9at-32gb-2gb-ram-dual-p583516002/#termek-leiras,,microSD (max. 256 GB),,,,
Érintőképernyős,nano-SIM,SoC/CPU: MediaTek Helio G85 MT6769ZGPU: Mali-G52 MC2,8 magos,2 GHz,4 GB,128 GB,,https://www.arukereso.hu/mobiltelefon-c3277/motorola/moto-g13-128gb-4gb-ram-dual-p925068834/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Unisoc T606GPU: Mali-G57 MP1,8 magos,1.6 GHz,8 GB,256 GB,,https://www.arukereso.hu/mobiltelefon-c3277/hmd/pulse-pro-256gb-8gb-ram-dual-p1074181015/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: MediaTek Helio G36GPU: PowerVR GE8320,8 magos,2.2 GHz,2 GB,32 GB,,https://www.arukereso.hu/mobiltelefon-c3277/xiaomi/redmi-a2-32gb-2gb-ram-dual-p937982187/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Unisoc T606GPU: Mali-G57 MP1,8 magos,1.6 GHz,2 GB,64 GB,,https://www.arukereso.hu/mobiltelefon-c3277/motorola/moto-e13-64gb-2gb-ram-dual-p930643758/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: MediaTek Helio G36GPU: PowerVR GE8320,8 magos,2.2 GHz,4 GB,128 GB,,https://www.arukereso.hu/mobiltelefon-c3277/xiaomi/redmi-a3-128gb-4gb-ram-dual-p1052994475/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Unisoc T606GPU: Mali-G57 MP1,8 magos,1.6 GHz,3 GB,64 GB,,https://www.arukereso.hu/mobiltelefon-c3277/infinix/smart-8-64gb-3gb-ram-dual-p1050072406/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Unisoc T606GPU: Mali-G57 MP1,8 magos,1.6 GHz,2 GB,64 GB,,https://www.arukereso.hu/mobiltelefon-c3277/motorola/moto-e14-64gb-2gb-ram-dual-p1090566247/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: Unisoc T606GPU: Mali-G57 MP1,8 magos,1.6 GHz,4 GB,64 GB,,https://www.arukereso.hu/mobiltelefon-c3277/hmd/pulse-64gb-4gb-ram-dual-p1074182902/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: MediaTek Helio A22 MT6761GPU: PowerVR GE8320,4 magos,2 GHz,2 GB,32 GB,,https://www.arukereso.hu/mobiltelefon-c3277/xiaomi/redmi-a1-32gb-2gb-ram-dual-p859989996/#termek-leiras,,microSD,,,,
Érintőképernyős,nano-SIM,SoC/CPU: MediaTek Helio G36GPU: PowerVR GE8320,8 magos,2.2 GHz,3 GB,64 GB,,https://www.arukereso.hu/mobiltelefon-c3277/xiaomi/redmi-a3-64gb-3gb-ram-dual-p1052994469/#termek-leiras,,microSD,,,,
Klasszikus,Normál méretű SIM (mini-SIM),,,,,,,https://www.arukereso.hu/mobiltelefon-c3277/evolveo/strongphone-w4-p1014780676/#termek-leiras,Nincs,microSD (max. 32 GB),1,"2.8""",,
